,段起点,段止点,w
10341,香楠路,丹桂路,0.41036265630156576
10342,华夏东路,新德路,0.4529150971699057
10343,沪南公路,桥,0.429544264012572
10344,金亭路,凉亭路,0.20172135556750942
10345,圆环,圆环,0.2690179806362379
10346,凌河路,花坛,0.44528301886792454
10347,博兴路,五莲路,0.3857358111501758
10348,五莲路,凌河路,0.3486980430211871
10349,硕川路,华夏东路,0.0
10350,硕川路,华夏东路,0.37501343941511667
10351,规二路,陆家嘴路,0.20433284096504184
10352,金粤路,申江路,0.25896805896805897
10353,唐陆公路,金粤路,0.26278206226792344
10354,申江路,金豫路,0.23197278911564626
10355,金港路,金湘路,0.19799226751678764
10356,金豫路,金港路,0.17552687231094583
10357,金湘路,金滇路,0.18144184956650786
10358,金滇路,金沪路,0.2049495093158868
10359,牛顿路,科苑路,0.37305266357625955
10360,金科,居里路,0.365373031580759
10361,居里路,牛顿路,0.37034295811784734
10362,张江,高斯路,0.3010179868065113
10363,高斯路,哈雷路,0.3609715057453451
10364,哈雷路,金科,0.29944116512069974
10365,高科西路,云台路,0.2727272727272727
10366,长清路,塘子泾路,0.375
10367,西营路,上钢路,0.375
10368,上钢路,后滩路,0.375
10369,后滩路,世博大道,0.375
10370,上南路,周家渡路,0.375
10371,周家渡路,世博馆路,0.375
10372,世博馆路,长清路,0.375
10373,白莲泾路,高科西路,0.3877551020408163
10374,李时珍路,郭守敬路,0.2581615229745916
10375,郭守敬路,祖冲之路,0.2499910410320731
10376,李冰路, 蔡伦路,0.25
10377,蔡伦路,张衡路,0.2669109357384442
10378,高科中路,李冰路,0.25
10379,学前街,花山路,0.3
10380,环湖大道,芦潮港引河桥,0.0
10381,花山路,慈善街,0.0
10382,集慧路,科苑路,0.2004726817739469
10383,科苑路,向阳河,0.2708333333333333
10384,向阳河,哥白尼路,0.16666666666666666
10385,凌空路,金钻路,0.40381069452980944
10386,金钻路,凌空路,0.375
10387,海科路,环科路,0.37496740547588003
10388,沪南公路,洪西街,0.0
10389,洪西街,牌楼西路,0.18333333333333332
10390,金钻路,凌空路,0.3749985472380089
10391,凌空路,金群路,0.24138007200759834
10392,花木路,梅花路,0.3333333333333333
10393,梅花路,牡丹,0.0
10394,牡丹,樱花,0.33333333333333337
10395,樱花,杜鹃路,0.33333333333333337
10396,川南奉,建宜路,0.23651015279052143
10397,建宜路,江晖路,0.19079982237876972
10398,江晖路,江绣路,0.2187476213432116
10399,江绣路,凌空路,0.18478912072975115
10400,东明路,云台路,0.35349359465115093
10401,上南路,灵岩南路,0.361587982832618
10402,云台路,上南路,0.33331447323752406
10403,灵岩南路,长清路,0.375
10404,民生路,合欢路,0.41077729437155286
10405,老芦公,南芦公,0.0
10406,南芦公,老芦公,0.0
10407,川南奉,施湾四路,0.39535029060683713
10408,施湾四路,施湾路,0.433531772048989
10409,施湾路,施湾三路,0.4017441558666275
10410,施湾三路,施湾二路,0.44429549830607623
10411,施湾二路,断头点,0.4567841622404636
10412,川南奉,施湾路,0.39016597709228584
10413,施湾二路,断头点,0.40528788019719103
10414,川南奉,施湾四路,0.4106855791962175
10415,施湾四路,施湾路,0.460009853834784
10416,川南奉,施湾四路,0.43994625746915106
10417,施湾二路,顾江路,0.5050761421319797
10418,施湾路,施湾三路,0.4640198511166253
10419,施湾三路,施湾二路,0.4797687861271676
10420,施湾四路,施湾路,0.4
10421,福善村,新凸路,0.0
10422,新凸路,航业路,0.0
10423,航南公,老东街,0.41330645161290325
10424,永乐路,环镇南路,0.481741749278454
10425,中市路,永乐路,0.46462715105162516
10426,老东街,中市路,0.4309278350515464
10427,航南公,中市路,0.375
10428,富航路,富田路,0.0
10429,富田路,航新北路,0.0
10430,沪南公,富航路,0.0
10431,老西街,中市路,0.0
10432,航南公,老西街,0.0
10433,兴业一路,饮食街,0.0
10434,饮食街,航南公,0.0
10435,兴城路,航头商城路,0.0
10436,兴业二路,兴业一路,0.0
10437,航头商城路,兴业二路,0.0
10438,航东4队,航东路,0.0
10439,航东路,沪南公,0.0
10440,含笑路,锦绣,0.3333333333333333
10441,迎春路,含笑路,0.3333333333333333
10442,丁香路,锦绣路,0.23022735817321963
10443,丁香路,迎春路,0.18758716875871687
10444,港城路,草高支路,0.3137254901960784
10445,草高支路,花山路,0.3650826944657109
10446,花山路,清溪路,0.3634032855379356
10447,清溪路,大同路,0.3617021276595745
10448,坦南路,下盐路,0.0
10449,长岛路,胶东路,0.37556791516470783
10450,博兴路,长岛路,0.3333333333333333
10451,五莲路,博兴路,0.3333333333333333
10452,利津,五莲路,0.3333333333333333
10453,五莲路,利津路延伸段,0.2916666666666667
10454,利津路,五莲路,0.35985887887103096
10455,五莲路,博兴路,0.35995389428618474
10456,博兴路,长岛路,0.35997564793877196
10457,长岛路,胶东路,0.1999259876029235
10458,沪南公,梅元,0.03710116250309176
10459,蓝天路,碧云路,0.36363636363636365
10460,碧云路,明月路,0.2
10461,明月路,锦绣东路,0.2
10462,上南路,灵岩南路,0.0
10463,康沈路,沪南公路,0.2222222222222222
10464,张杨北路,谐安路,0.31181102362204727
10465,文心路,乐群路,0.3584800365278271
10466,幼儿园,文心路,0.36018957345971564
10467,乐群路,老芦公,0.35714285714285715
10468,蓝天路,碧云路,0.12607003891050583
10469,碧云路,明月路,0.19661106349311006
10470,杨高,蓝天路,0.2913411458333333
10471,明月路,锦绣东,0.19570126285857656
10472,下盐路,三灶东街,0.0
10473,三灶东街,休闲街,0.0
10474,休闲街,三灶港南界沟,0.0
10475,龙游港,下盐路,0.0
10476,三三公,振万路,0.39773645917542444
10477,墩中路,三三公,0.0
10478,上塘村村委会,墩安路,0.0
10479,三三公,三墩装订有限公司,0.0
10480,墩平路,墩荣路,0.0
10481,墩荣路,墩中路,0.0
10482,墩安路,墩平路,0.0
10483,洪通路,下塘综合厂,0.0
10484,千秋桥,新场大街,0.0
10485,二职校,东横港,0.0
10486,墩平路,墩荣路,0.0
10487,新环西路,新奉公路,0.0
10488,青龙桥东,新场大街,0.0
10489,洪桥下塘街,小学北,0.0
10490,雪野路,浦东南路,0.375
10491,德州路,川杨河,0.5696829590488771
10492,昌里路,成山路,0.3754966038703063
10493,齐河路,昌里路,0.3779042929681489
10494,浦东南路,齐河路,0.38233912635039924
10495,杨南路,联明路,0.3571350224854667
10496,成山路,德州路,0.3418876532648988
10497,菜场路,杨南路,0.36363636363636365
10498,墩中路,三宣路414号,0.2528507684680218
10499,洪通路105号,墩中路,0.2779559546717982
10500,新场大街,海泉街,0.0
10501,海泉街,奉新公路,0.0
10502,洪西街,新场大街437弄4号,0.0
10503,洪西街,洪西街56弄12号,0.0
10504,洪西街,洪西街66弄16号,0.0
10505,墩荣路,墩中路,0.0
10506,墩中路,三三公,0.0
10507,新村路,杨思北街,0.30975545621877465
10508,上南路,新村路,0.4265572014991969
10509,博成路,国展路,0.375
10510,国展路,雪野二路,0.375
10511,世博大道,博成路,0.375
10512,界浜路,季景北路,0.0
10513,北顶头,东门街,0.0
10514,东门街,新川路,0.0
10515,新川路,学北路,0.0
10516,学北路,南顶头,0.0
10517,沪东小区,五莲路,0.4164897381457891
10518,莱阳路,沪东小区,0.48103186646433993
10519,罗山,花四,0.19688159951729245
10520,花四,花五,0.21254996003197443
10521,锦康路,杨高南路,0.21961266852129252
10522,东绣路,锦康路,0.24651175796213964
10523,锦绣路,东绣路,0.21506184101091944
10524,玉兰路,锦绣路,0.19995621809040257
10525,海桐路,玉兰路,0.21907551861566235
10526,白杨路,海桐路,0.21974617837283453
10527,银霄路,白杨路,0.22188494602951672
10528,芳甸路,银霄路,0.2911012889067474
10529,花五,芳甸路,0.26114312206106366
10530,张扬北路,和龙路,0.34782608695652173
10531,和龙路,浦东北路,0.3125
10532,海春路,高桥学后街,0.375
10533,高桥学后街,高桥北街,0.375
10534,高桥北街,大同路,0.375
10535,杨高北路,海春路,0.375
10536,大同支路,张扬北路,0.3562231759656652
10537,大同路,大同支路,0.3562231759656653
10538,东泰路,银城中路,0.49636522244838616
10539,银城中路,陆家嘴环路(南),0.28483573393753037
10540,陆家嘴环路(南),富城路,0.4918032786885246
10541,航汇港,乐城路,0.0
10542,园林路,鹿溪路,0.34277620396600567
10543,南六公,园林路,0.0
10544,航汇港,乐城路,0.0
10545,新川路,南桥路,0.43750000000000006
10546,南桥路,妙栏路,0.5233644859813084
10547,浦东南路,世博村路,0.4
10548,世博村路,雪野路,0.4
10549,临沂路,浦东南路,0.5919457689435285
10550,铜山街,浦东大道,0.47058823529411764
10551,达尔文路,GE二期地块,0.29469548133595286
10552,张衡路,蔡伦路,0.33357771260997066
10553,蔡伦路,科苑路,0.312478935356823
10554,科苑路,达尔文路,0.2983955913108523
10555,远东大,随塘河,0.0
10556,新德路,川银路,0.4710863279636514
10557,青厦路,新德路,0.5337505587840858
10558,青艺路,青厦路,0.7227564102564102
10559,华夏东路,青艺路,0.5109537508298296
10560,川银路,城丰路,0.06066119369869093
10561,绣川路,平川路,0.42635783388864357
10562,平川路,润川路,0.2783556711342269
10563,城丰路,新川路,0.39896148853310254
10564,新川路,南桥路,0.280068956371834
10565,南桥路,川环南路,0.312053844584948
10566,川环南路,绣川路,0.2406867238936578
10567,润川路,妙川路,0.2992055164143307
10568,妙川路,川周公路,0.2960115951031395
10569,华夏东路,青艺路,0.477408818726184
10570,青艺路,新德西路,0.45477951384506654
10571,新德西路,勤川路,0.4320060105184072
10572,勤川路,新川路,0.27963230311422765
10573,三灶浜桥南,川银路,0.585635359116022
10574,青厦路,新德路,0.6722546002226442
10575,华夏东路,青厦路,0.6937037381151476
10576,新德路,三灶浜桥南,0.6081309492038075
10577,镇东街3号,川南奉公,0.0
10578,杨高南路,锦尊路,0.2509770933091756
10579,锦尊路,下南路,0.0
10580,沪南公,中心河,0.0
10581,卫星港,航东二队,0.0
10582,航东二队,沪南公,0.0
10583,中心河,沪南公,0.0
10584,海港大道,临港大道,0.2732918329659856
10585,集慧路,科苑路,0.1634623337368512
10586,科苑路,向阳河,0.16666666666666666
10587,向阳河桥,哥白尼路,0.11764396682630533
10588,银环路,东明路,0.3749870758286979
10589,永泰路,银环路,0.375
10590,三林路,永泰路,0.36302433972035214
10591,三林塘港桥,三林路,0.433061468072409
10592,银环路,银环路,0.3750029466537799
10593,品柿路,东明路,0.375
10594,永泰路,春延路,0.375
10595,三林路,池河路,0.34522479580943866
10596,池河路,永泰路,0.37498733920794086
10597,春延路,品柿路,0.3749902936745818
10598,东环龙路,龙阳路,0.5309477756286267
10599,北园路,东环龙路,0.375
10600,浦建路,东环龙路,0.4008230452674897
10601,东环龙路,北园路,0.375
10602,航南公,航兴港,0.36
10603,环镇中,航南公,0.0
10604,航塘路,环镇中,0.375
10605,川周公路,黄家宅,0.0
10606,碧云路,明月路,0.45660377358490567
10607,蓝天路,碧云路,0.37005163511187605
10608,明月路,锦绣东,0.4251646903820817
10609,西乐路,园中,0.0
10610,园中,陶桥路,0.0
10611,陶桥路,南芦公,0.0
10612,船厂街,康沈路,0.0
10613,文卫路,幸福新街,0.0
10614,惠南黄家路,振欣路,0.0
10615,振欣路,文卫路,0.0
10616,幸新路,惠南黄家路,0.0
10617,荡湾路,城东,0.0
10618,黄家滩,靖海路,0.0
10619,育苗路,荡湾路,0.0
10620,靖海路,育苗路,0.0
10621,民俗村,惠北桥,0.30681120222406605
10622,汇民路,爱民路,0.0
10623,爱民路,川南奉公,0.0
10624,一号河桥,汇民路,0.0
10625,拱极路,人民东路,0.0
10626,西门桥东,城西路,0.0
10627,通济路,听潮,0.5714248276946461
10628,城西路,通济路,0.5925907541612893
10629,人民东路,东门街,0.18607395751376868
10630,祖冲之路,晨晖路,0.28501282029796715
10631,晨晖路,高科中路,0.2774247238614011
10632,华夏一路,停车场,0.0
10633,浦东大道,招远路,0.5380626737807169
10634,昌邑路,浦东大道,0.3415482748622789
10635,上海船厂,昌邑路,0.3008562832677621
10636,杰科路,环科路,0.23529411764705882
10637,雪连路,坦直路,0.0
10638,东翔路,宛虹路,0.0
10639,蓝云路,东翔路,0.0
10640,王家街,张家街,0.3125
10641,石家街,懋仁街,0.3333333333333333
10642,张家街,学前街,0.3333333333333333
10643,学前街,石家街,0.3125
10644,懋仁街,砖桥街,0.30434782608695654
10645,砖桥街,春晖路,0.3319838056680162
10646,夏碧路,秋霞路,0.3328092243186583
10647,秋霞路,冬融路,0.3327777777777778
10648,冬融路,航津路,0.33275663206459055
10649,春晖路,夏碧路,0.33281573498964806
10650,德州路,耀川路,0.47869748209407076
10651,德恒路,德州路,0.33333333333333326
10652,通耀路,耀元路,0.38625543365762777
10653,耀元路,友诚路,0.4245818628203161
10654,友诚路,耀华路,0.5211840888066605
10655,金穗路,金苏路,0.3658315725928162
10656,金苏路,新金桥路,0.33879078470354346
10657,贾家角,浦东大道,0.33542168674698797
10658,鑫盛路,二勒港,0.4166666666666667
10659,南港公,鑫盛路,0.48034934497816595
10660,崮山路,南洋泾路,0.3333333333333333
10661,南港公,鑫盛路,0.0
10662,鑫盛路,二勒港,0.0
10663,南港公,鑫盛路,0.3960156957440386
10664,鑫盛路,幼儿园,0.39606434483835706
10665,鑫盛路,二勒港,0.43781094527363185
10666,南港公,鑫盛路,0.43781094527363185
10667,川南奉公路,建宜路,0.2393199462202368
10668,晚霞路,晨阳,0.47863247863247865
10669,潮辉路,晚霞路,0.45397489539748953
10670,随塘河,川南奉公,0.0
10671,川南奉公,公益路,0.0
10672,金业路,平度路,0.2857142857142857
10673,平度路,台儿庄路,0.4131324004305705
10674,台儿庄路,荷泽路,0.36689159773617763
10675,荷泽路,牟平路,0.305586089737184
10676,牟平路,杨高北路,0.4155251141552511
10677,沂南路,浦东南路,0.35863896017882274
10678,东三里桥路,沂南路,0.34424505357260243
10679,东三街,东三里桥路,0.40342772979848696
10680,塘南路,东三街,0.0
10681,科苑路,集慧路,0.2403116670084068
10682,维勤路,人民西路,0.4132983377077865
10683,杨高北路,义王路,0.0
10684,义王路,砖桥街,0.0
10685,砖桥街,季景北路,1.0
10686,季景北路,懋仁街,1.0
10687,懋仁街,张扬北路,0.760427807486631
10688,妙栏路,川环南路,0.4378892166502785
10689,川环南路,瞿家港桥北,0.44444444444444436
10690,瞿家港桥北,翔川路,0.4850926672038678
10691,杨高中路,浙桥路,0.3
10692,浙桥路,新金桥路,0.36991709435452036
10693,新金桥路,经三支路,0.3
10694,经三支路,云桥路,0.5391980849790544
10695,川桥路,桂桥路,0.2900763358778626
10696,桂桥路,锦绣东,0.3
10697,云桥路,川桥路,0.1279491833030853
10698,宁桥路,云桥路,0.12488174077578051
10699,桂桥路,锦绣东,0.11215552232428969
10700,川桥路,桂桥路,0.11331877729257642
10701,新金桥路,宁桥路,0.11245865490628446
10702,金湘路,新金桥路,0.25230454079890746
10703,金沪路,金湘路,0.2535167239762426
10704,金海路,金沪路,0.25589139344262296
10705,锦绣东路,金葵路,0.18181818181818182
10706,金葵路,金槐路,0.18181818181818182
10707,平度路,金业路,0.4680996247014671
10708,金业路,金桥路,0.3602560195062481
10709,宁桥路,云桥路,0.2036094400740398
10710,金港路,新金桥路,0.3938572719060524
10711,金皖路,金港路,0.36666666666666664
10712,新金桥路,宁桥路,0.17378277153558053
10713,云桥路,川桥路,0.2764331210191083
10714,川桥路,桂桥路,0.16988416988416988
10715,桂桥路,锦绣东,0.20736599003281878
10716,申江路,金豫路,0.2
10717,金豫路,金港路,0.2
10718,金港路,金湘路,0.2
10719,金湘路,金葵路,0.2
10720,金葵路,锦绣东路,0.2
10721,申江路,申江路,0.3333333333333333
10722,榕桥路,金海,0.32061068702290074
10723,秦桥路,榕桥路,0.2682779456193353
10724,陇桥路,秦桥路,0.2620253164556962
10725,榕桥路,金海,0.33304471519574497
10726,巨峰路,榕桥路,0.47531549722362443
10727,巨峰路,金京路桥,0.1564784471893118
10728,五洲大道,东靖路,0.20519451934188082
10729,东靖路,赵家沟桥北,0.4483990473670283
10730,张杨路,金杨路,0.2896569185972908
10731,金杨路,银山路,0.3056716417910448
10732,张东路,金槐路,0.24726805228197987
10733,申江路,张东路,0.2592508513053349
10734,广兰路,申江路,0.25
10735,陇桥路,秦桥路,0.15402998044753421
10736,澧溪路,康桥中大街,0.0
10737,川周公,澧溪路,0.0
10738,彭平公,彭新路,0.46153846153846156
10739,金穗路,金苏路,0.23497210232656068
10740,鲁桥路,桥底,0.30321592649310875
10741,海纳路,海鸣路,0.3000029551950218
10742,渡口,嘴角路,0.24905769788344448
10743,嘴角路,浦东大道,0.21751608114794657
10744,丹桂路,张东路,0.24999816813582176
10745,张东路,芳春路,0.24999794233602474
10746,祝城路,三八村厂,0.38911434709954645
10747,金亭路,祝城路,0.3891067926546622
10748,丁香路,迎春路,0.3474032289437853
10749,迎春路,锦绣路,0.3813166901550232
10750,冀桥路,鲁桥路,0.3050239234449761
10751,新金桥路,冀桥路,0.3
10752,鲁桥路,金闽路,0.3113711001642036
10753,榕桥路,金海路,0.29141161194583565
10754,冀桥路,鲁桥路,0.22842639593908629
10755,新金桥路,冀桥路,0.2885149737573325
10756,金海路,新金桥路,0.23149492017416545
10757,金闽路,川桥路,0.2556745182012848
10758,巨峰路,陇桥路,0.2546441243999165
10759,陇桥路,秦桥路,0.25597359735973596
10760,秦桥路,榕桥路,0.24021560815561285
10761,巨峰路,轲桥路,0.15565233857224012
10762,金桥路,枣庄路,0.2883444271349667
10763,千汇路,广益路,0.0
10764,广益路,百熙路,0.0
10765,金星村13组603号,千汇路,0.0
10766,百熙路,金三路,0.0
10767,金三路,川南奉公,0.0
10768,新金桥路,宁桥路,0.3046131315596778
10769,金沪路,新金桥路,0.36363636363636365
10770,金港路,新金桥路,0.27192748600373234
10771,金豫路,金港路,0.2484705882352941
10772,桂桥路,锦绣东,0.10763958879258215
10773,川桥路,桂桥路,0.2236024844720497
10774,云桥路,川桥路,0.23860232945091514
10775,宁桥路,云桥路,0.23024574669187145
10776,新金桥路,宁桥路,0.23024574669187145
10777,金钻路,海容路,0.3732146169541829
10778,杨高,浙桥路,0.3030449492508458
10779,枣庄路,金口路,0.4402204904010644
10780,云山路,居家桥路,0.2520032051282051
10781,金口路,云山路,0.2566139667911337
10782,金桥路,枣庄路,0.2995055945875618
10783,金桥路,平度路,0.2855909336211549
10784,胶东路,金工路,0.19988512349224583
10785,杨高中路,金工路,0.2248
10786,金工路,金杨路,0.19983484723369116
10787,品柿路（原名南林一路）,外环线,0.0
10788,瓦屑水厂,周浦建设路,0.0
10789,桂桥路,锦绣东,0.32364273204903676
10790,川桥路,桂桥路,0.26189376443418017
10791,宁桥路,云桥路,0.27069271758436947
10792,新金桥路,宁桥路,0.29698189134808856
10793,金湘路,新金桥路,0.33112033195020746
10794,云桥路,川桥路,0.2696132596685083
10795,金葵路,金槐路,0.3619182309076884
10796,锦绣东路,金葵路,0.30353159851301115
10797,桂桥路,台桥路,0.3
10798,金葵路,金槐路,0.3999119136754019
10799,金葵路,锦绣东路,0.39993050729673385
10800,台桥路,锦绣东路,0.3
10801,陆家嘴东路,东城路,0.4151093439363817
10802,东城路,银城中路,0.41636414409382855
10803,金海路,东靖路,0.2139794809990059
10804,锦绣,东建路,0.39872445966694225
10805,东建路,东建路,0.3934059346588071
10806,锦绣,东绣路,0.4
10807,润川路,华夏二路,0.308051341890315
10808,丁香路,迎春路,0.21308649683084732
10809,锦绣,东绣路,0.4
10810,东绣路,东建路,0.4394883016327218
10811,东建路,东绣路,0.4990093405038211
10812,东建路,锦绣,0.3993063583815029
10813,锦延,花木路,0.38322710499832274
10814,花木路,东绣路,0.39999999999999997
10815,杨高路,锦康路,0.34535040431266845
10816,锦康路,东绣路,0.3382147838214784
10817,东绣路,锦绣路,0.33608195902048976
10818,川沙城西路,川沙新源路,0.4166860716543029
10819,川沙新源路,新川路,0.4166952768649762
10820,新川路,川沙文化路,0.4166666666666667
10821,川沙文化路,川沙城南路,0.41666666666666663
10822,川沙路,西首,0.0
10823,御山路,御青路,0.41533546325878595
10824,建平路,张杨路,0.8259680437598964
10825,张扬路,小区,0.19469759734879868
10826,金藏路,马家浜,0.3
10827,人民东路,惠东路,0.1288844665889464
10828,东城区,人民东路,0.16597363083164302
10829,惠东路,荡湾路,0.3556948228882834
10830,荡湾路,城南,0.3396428975025427
10831,拱极路,东城区,0.0
10832,拱晨路,拱乐路,0.2727272727272727
10833,拱乐路,塘红路,0.2727272727272727
10834,塘红路,拱为路,0.2725283469265964
10835,拱为路,拱北路,0.28
10836,拱北路,拱极路,0.3220035778175313
10837,泰环路(原名半环路),银环路（原双环路）,0.4480222841225627
10838,浦东大道,栖山路,0.2701525054466231
10839,黄浦江,浦东大道,0.274251497005988
10840,灵山路,杨高中路,0.2
10841,金杨路,灵山路,0.24924501711294544
10842,张杨路,金杨路,0.167288768238887
10843,博山东路,张杨路,0.2445099967223861
10844,栖山路,博山东路,0.2501961468049865
10845,郭守敬路,祖冲之路,0.29536499991545057
10846,李时珍路,郭守敬路,0.2914414250988644
10847,利津路(1),张杨北路,0.3329516830776277
10848,杨高北路,五莲路,0.24622322435174746
10849,申江路,金京路,0.38572542901716067
10850,金京路,永宁路,0.2582555455184182
10851,永宁路,金高路,0.42729215426885114
10852,金高路,杨高北路,0.3998913338766639
10853,五莲路,利津路(1),0.2669668167417042
10854,栖山路,沈家弄路,0.349809027451128
10855,沈家弄路,张杨路,0.3345247766043867
10856,浦东大道,栖山路,0.3337810611148422
10857,张扬路,羽山路,0.4
10858,羽山路,灵山路,0.4
10859,瓦屑街,振兴104,0.0
10860,振兴104,西南,0.0
10861,春延路（原南林二路）,南林路,0.43761443892231233
10862,卡园三路,上丰路,0.20833333333333334
10863,上丰路,卡园一路,0.25
10864,华东路,卡园二路,0.13636363636363635
10865,卡园二路,顾唐路,0.25189340813464234
10866,康花路,康桥西路,0.19999999999999998
10867,秀沿 ,秀龙村村委 ,0.0
10868,康安路,康意路,0.0
10869,沪南公,康士路,0.0
10870,康凌路,锦绣,0.0
10871,康杉路,康安路,0.0
10872,康士路,康杉路,0.0
10873,康意路,康凌路,0.0
10874,康花路,康桥西路,0.0
10875,秀康路,秀沿路,0.0
10876,康杉路,康安路,0.25768336988184465
10877,康意路,康凌路,0.27902321343787295
10878,沪南公,康士路,0.3003361408014504
10879,康安路,康意路,0.28658948730854966
10880,康士路,康杉路,0.2567994939911448
10881,康凌路,浦三路,0.1835356423636222
10882,金龙街,康沈路,0.2424242424242424
10883,衣荘街,金龙街,0.24242424242424243
10884,康沈路,向东１００米,1.0
10885,御青,沪南公,0.0
10886,御秀路,御青,0.0
10887,桂家港桥,御秀路,0.0
10888,康花 ,康桥花园南园 ,0.5000089395862759
10889,年家浜路,汇丽路,0.3333333333333333
10890,周周公,康桥中大街,0.4529032258064516
10891,康桥中大街,年家浜路,0.3442622950819672
10892,康花路,康桥东园,0.3108914850467022
10893,花墙4队,康花路,0.0
10894,康花路,康桥西路,0.39999999999999997
10895,龙东大道,李时珍路,0.3669121514992109
10896,李时珍路,郭守敬路,0.37145182135847976
10897,郭守敬路,春晓路,0.3271926311573889
10898,春晓路,祖冲之路,0.3022556390977444
10899,祖冲之路,晨晖路,0.35358352339484417
10900,晨晖路,高科中路,0.3392866691620769
10901,高科中路,吕家浜桥,0.16763678696158327
10902,华佗路,长浜河桥,0.23364702699569073
10903,蔡伦路,张衡路,0.21440441047095854
10904,华夏中路,金科路,0.1875
10905,张衡路,华夏中路,0.12540190692155279
10906,吕家浜桥,华佗路,0.20968053587530597
10907,长浜河桥,蔡伦路,0.330131374487922
10908,申江路,申涛路,0.187446748082931
10909,申涛路,申启路,0.17647058823529413
10910,申启路,申轮路,0.17647058823529413
10911,申轮路,申迈路,0.17647058823529413
10912,申迈路,金穗路,0.19395465994962216
10913,乐昌路,都昌路,0.25
10914,都昌路,瑞昌路,0.25
10915,瑞昌路,华东路,0.25
10916,华东路,繁昌路,0.2614795918367347
10917,五莲路,沪东路,0.3418492335689788
10918,利津路(2),五莲路,0.41319517868471134
10919,东陆路,利津路(2),0.40217391304347827
10920,东煦路,东靖路,0.3718071347179133
10921,东靖路,东高路,0.3548923353738436
10922,航津路,行南路,0.27580348293926094
10923,行南路,南新路,0.2760103181427343
10924,南新路,庭安路,0.2757834757834758
10925,大同路,高荷路,0.2916666666666667
10926,沪东路,博兴路,0.2762973352033661
10927,博兴路,浦东大道,0.18764377259283602
10928,东波路,东陆路,0.41172182533897067
10929,空地,东波路,0.2857142857142857
10930,兰桥路,芳菲路,0.1825160466880006
10931,芳菲路,启帆路,0.19936237656322797
10932,启帆路,洲海路,0.18538330830988323
10933,春阳路,春晖路,0.2916666666666667
10934,春晖路,夏碧路,0.2916666666666667
10935,夏碧路,溪兰路,0.2916666666666667
10936,溪兰路,航津路,0.2916666666666667
10937,高荷路,春阳路,0.2916666666666667
10938,五莲路,博兴路,0.3474197156095223
10939,博兴路,长岛路,0.3208112271093616
10940,洲海路,高西路,0.21428571428571427
10941,高西路,庭安路,0.2
10942,庭安路,秋岚路,0.23333333333333334
10943,秋岚路,白萱路,0.23333333333333334
10944,白萱路,航津路,0.23333333333333334
10945,银霄路,白杨路,0.43902439024390244
10946,石楠路,银霄路,0.41025641025641024
10947,芳甸路,石楠路,0.42857142857142855
10948,临沂路,东方路,0.5598841753712783
10949,繁锦路,莱阳路,0.3145925457991156
10950,白萱路,秋岚路,0.3157894736842105
10951,庭安路,谐安路,0.3157894736842105
10952,谐安路,高西路,0.3157894736842105
10953,高西路,洲海路,0.3157894736842105
10954,秋岚路,庭安路,0.348140385396839
10955,蓝天路,碧云路,0.36475770925110135
10956,碧云路,明月路,0.4350551996728908
10957,明月路,锦绣东,0.38343033207805544
10958,杨高南路,东方路,0.3823726221202562
10959,东方路,南泉路,0.35074702872946356
10960,白桦路,黑松路,0.24764417640407085
10961,红枫路,黄杨路,0.5179770841564599
10962,黄杨路,蓝桉路,0.4866693195384003
10963,蓝桉路,云山路,0.4246992117272853
10964,云山路,白桦路,0.463339222614841
10965,际和路,顺航路,0.0
10966,顺航路,盐朝公,0.0
10967,乳山路,世纪大道,0.25980582524271845
10968,栖霞路,乳山路,0.2725965889932028
10969,电影院,栖霞路,0.8132566464223947
10970,张杨路,潍坊路,0.30000000000000004
10971,潍坊路,浦电路,0.3
10972,世纪大道,张杨路,0.36363636363636365
10973,浦东大道,电影院,0.3
10974,张杨路,潍坊路,0.4375
10975,世纪大道,商城路,0.41888225718936517
10976,栖霞路,世纪大道,0.4375
10977,招远路,栖霞路,0.5555555555555556
10978,世纪大道,招远路,0.5
10979,商城路,张扬路,0.3442203009926353
10980,航南公,航塘路,0.0
10981,南泉路,浦东南路,0.42660798757383916
10982,浦东南路,茂兴路,0.21041767013004886
10983,航南公,航头西市街,0.0
10984,景雅路,锦锈东路,0.20833333333333334
10985,富航路,富田路,0.0
10986,富田路,花苑二、三,0.0
10987,沪南公,富航路,0.0
10988,花苑二、三,中心河,0.0
10989,书塘路,市场路,0.4
10990,弘中路,书塘路,0.4
10991,张衡路,哥白尼路,0.14984725072550595
10992,哈雷路,爱迪生路,0.0760896869707553
10993,爱迪生路,哥白尼路,0.1854692031657081
10994,哈雷路,蔡伦路,0.13210836143338858
10995,蔡伦路,张衡路,0.14966046518479237
10996,牛顿路,科苑路,0.3558975840227775
10997,居里路,牛顿路,0.36235983432669966
10998,金科路,居里路,0.36377407487556807
10999,哈雷路 ,金科路,0.25
11000,衣荘街,金龙街,0.39024390243902435
11001,金龙街,康沈路,0.3137254901960785
11002,耀华路,昌里路,0.5192116547865845
11003,关岳西路,中大街,0.2727272727272727
11004,巨峰路,凌河路,0.3333333333333333
11005,凌河路,东陆路,0.4
11006,东陆路,菏泽路,0.4
11007,菏泽路,张杨北路,0.4
11008,双桥路,巨峰路,0.37728824076946943
11009,浦东大道,莱阳路,0.4
